TIME (s),East Distance (m),Distance Above Sea Level (m),North Distance (m),Velocity East (m/s),Velocity Up (m/s),Velocity North (m/s),Spin Rate (rpm),Air Density (kg/m^3),Air Temperature (K)
0.280000,0.000000,3.075627,196.413950,0.000000,8.319763,615.481412,264714.804191,1.221200,288.130008
0.281000,0.000000,3.083940,197.029208,0.000000,8.302726,614.946237,264698.516322,1.221200,288.129954
0.282000,0.000000,3.092236,197.643932,0.000000,8.285707,614.411805,264682.243617,1.221201,288.129900
0.283000,0.000000,3.100514,198.258121,0.000000,8.268706,613.878115,264665.986053,1.221201,288.129847
0.284000,0.000000,3.108776,198.871777,0.000000,8.251724,613.345166,264649.743609,1.221201,288.129793
0.285000,0.000000,3.117020,199.484900,0.000000,8.234760,612.812956,264633.516263,1.221201,288.129739
0.286000,0.000000,3.125248,200.097492,0.000000,8.217815,612.281484,264617.303991,1.221202,288.129686
0.287000,0.000000,3.133459,200.709552,0.000000,8.200888,611.750749,264601.106772,1.221202,288.129633
0.288000,0.000000,3.141653,201.321082,0.000000,8.183980,611.220746,264584.924583,1.221202,288.129579
0.289000,0.000000,3.149830,201.932082,0.000000,8.167090,610.691476,264568.757404,1.221203,288.129526
0.290000,0.000000,3.157990,202.542553,0.000000,8.150218,610.162936,264552.605211,1.221203,288.129473
0.291000,0.000000,3.166133,203.152496,0.000000,8.133364,609.635126,264536.467983,1.221203,288.129420
0.292000,0.000000,3.174259,203.761912,0.000000,8.116529,609.108045,264520.345697,1.221203,288.129367
0.293000,0.000000,3.182369,204.370801,0.000000,8.099712,608.581692,264504.238332,1.221204,288.129315
0.294000,0.000000,3.190461,204.979163,0.000000,8.082912,608.056064,264488.145867,1.221204,288.129262
0.295000,0.000000,3.198537,205.587001,0.000000,8.066131,607.531162,264472.068279,1.221204,288.129210
0.296000,0.000000,3.206597,206.194313,0.000000,8.049368,607.006984,264456.005546,1.221204,288.129157
0.297000,0.000000,3.214639,206.801102,0.000000,8.032624,606.483528,264439.957647,1.221205,288.129105
0.298000,0.000000,3.222665,207.407368,0.000000,8.015897,605.960795,264423.924560,1.221205,288.129053
0.299000,0.000000,3.230674,208.013111,0.000000,7.999188,605.438781,264407.906264,1.221205,288.129001
0.300000,0.000000,3.238666,208.618333,0.000000,7.982497,604.917488,264391.902736,1.221205,288.128949
0.301000,0.000000,3.246641,209.223033,0.000000,7.965824,604.396912,264375.913956,1.221206,288.128897
0.302000,0.000000,3.254600,209.827213,0.000000,7.949169,603.877054,264359.939901,1.221206,288.128845
0.303000,0.000000,3.262542,210.430874,0.000000,7.932531,603.357911,264343.980550,1.221206,288.128793
0.304000,0.000000,3.270468,211.034016,0.000000,7.915912,602.839483,264328.035882,1.221207,288.128742
0.305000,0.000000,3.278377,211.636640,0.000000,7.899310,602.321769,264312.105876,1.221207,288.128691
0.306000,0.000000,3.286269,212.238746,0.000000,7.882727,601.804768,264296.190509,1.221207,288.128639
0.307000,0.000000,3.294145,212.840336,0.000000,7.866161,601.288478,264280.289761,1.221207,288.128588
0.308000,0.000000,3.302005,213.441409,0.000000,7.849612,600.772898,264264.403610,1.221208,288.128537
0.309000,0.000000,3.309847,214.041968,0.000000,7.833081,600.258027,264248.532035,1.221208,288.128486
0.310000,0.000000,3.317673,214.642011,0.000000,7.816568,599.743865,264232.675015,1.221208,288.128435
0.311000,0.000000,3.325483,215.241541,0.000000,7.800073,599.230409,264216.832528,1.221208,288.128384
0.312000,0.000000,3.333276,215.840558,0.000000,7.783595,598.717659,264201.004553,1.221209,288.128334
0.313000,0.000000,3.341053,216.439062,0.000000,7.767135,598.205613,264185.191070,1.221209,288.128283
0.314000,0.000000,3.348813,217.037055,0.000000,7.750692,597.694271,264169.392057,1.221209,288.128233
0.315000,0.000000,3.356557,217.634536,0.000000,7.734267,597.183631,264153.607492,1.221209,288.128182
0.316000,0.000000,3.364285,218.231507,0.000000,7.717859,596.673693,264137.837356,1.221210,288.128132
0.317000,0.000000,3.371996,218.827969,0.000000,7.701468,596.164454,264122.081627,1.221210,288.128082
0.318000,0.000000,3.379690,219.423921,0.000000,7.685095,595.655915,264106.340283,1.221210,288.128032
0.319000,0.000000,3.387369,220.019366,0.000000,7.668740,595.148073,264090.613305,1.221210,288.127982
0.320000,0.000000,3.395031,220.614302,0.000000,7.652401,594.640933,264074.900671,1.221211,288.127932
0.321000,0.000000,3.402676,221.208732,0.000000,7.636081,594.134497,264059.202360,1.221211,288.127883
0.322000,0.000000,3.410305,221.802656,0.000000,7.619777,593.628762,264043.518352,1.221211,288.127833
0.323000,0.000000,3.417918,222.396074,0.000000,7.603491,593.123727,264027.848625,1.221211,288.127784
0.324000,0.000000,3.425515,222.988988,0.000000,7.587222,592.619392,264012.193157,1.221212,288.127734
0.325000,0.000000,3.433096,223.581397,0.000000,7.570971,592.115755,263996.551930,1.221212,288.127685
0.326000,0.000000,3.440660,224.173304,0.000000,7.554736,591.612815,263980.924921,1.221212,288.127636
0.327000,0.000000,3.448208,224.764707,0.000000,7.538519,591.110570,263965.312109,1.221212,288.127587
0.328000,0.000000,3.455740,225.355609,0.000000,7.522319,590.609021,263949.713475,1.221213,288.127538
0.329000,0.000000,3.463255,225.946009,0.000000,7.506137,590.108165,263934.128997,1.221213,288.127489
0.330000,0.000000,3.470754,226.535909,0.000000,7.489971,589.608001,263918.558655,1.221213,288.127440
0.331000,0.000000,3.478238,227.125308,0.000000,7.473823,589.108529,263903.002427,1.221213,288.127391
0.332000,0.000000,3.485705,227.714209,0.000000,7.457691,588.609746,263887.460294,1.221214,288.127343
0.333000,0.000000,3.493156,228.302611,0.000000,7.441577,588.111653,263871.932234,1.221214,288.127294
0.334000,0.000000,3.500591,228.890516,0.000000,7.425479,587.614248,263856.418227,1.221214,288.127246
0.335000,0.000000,3.508009,229.477923,0.000000,7.409399,587.117529,263840.918253,1.221214,288.127198
0.336000,0.000000,3.515412,230.064834,0.000000,7.393336,586.621496,263825.432292,1.221215,288.127150
0.337000,0.000000,3.522799,230.651249,0.000000,7.377289,586.126147,263809.960322,1.221215,288.127102
0.338000,0.000000,3.530169,231.237169,0.000000,7.361259,585.631482,263794.502323,1.221215,288.127054
0.339000,0.000000,3.537524,231.822594,0.000000,7.345247,585.137498,263779.058275,1.221215,288.127006
0.340000,0.000000,3.544863,232.407526,0.000000,7.329251,584.644196,263763.628158,1.221216,288.126958
0.341000,0.000000,3.552185,232.991965,0.000000,7.313271,584.151574,263748.211950,1.221216,288.126911
0.342000,0.000000,3.559492,233.575912,0.000000,7.297309,583.659630,263732.809633,1.221216,288.126863
0.343000,0.000000,3.566782,234.159367,0.000000,7.281363,583.168364,263717.421186,1.221216,288.126816
0.344000,0.000000,3.574057,234.742331,0.000000,7.265434,582.677775,263702.046589,1.221217,288.126769
0.345000,0.000000,3.581316,235.324804,0.000000,7.249522,582.187861,263686.685820,1.221217,288.126721
0.346000,0.000000,3.588559,235.906788,0.000000,7.233626,581.698621,263671.338862,1.221217,288.126674
0.347000,0.000000,3.595786,236.488283,0.000000,7.217747,581.210055,263656.005692,1.221217,288.126627
0.348000,0.000000,3.602997,237.069290,0.000000,7.201885,580.722160,263640.686292,1.221218,288.126581
0.349000,0.000000,3.610192,237.649809,0.000000,7.186039,580.234937,263625.380641,1.221218,288.126534
0.350000,0.000000,3.617372,238.229841,0.000000,7.170209,579.748383,263610.088719,1.221218,288.126487
0.351000,0.000000,3.624535,238.809387,0.000000,7.154396,579.262498,263594.810506,1.221218,288.126441
0.352000,0.000000,3.631683,239.388447,0.000000,7.138600,578.777280,263579.545983,1.221219,288.126394
0.353000,0.000000,3.638815,239.967023,0.000000,7.122820,578.292729,263564.295129,1.221219,288.126348
0.354000,0.000000,3.645931,240.545114,0.000000,7.107056,577.808845,263549.057925,1.221219,288.126301
0.355000,0.000000,3.653032,241.122721,0.000000,7.091309,577.325626,263533.834351,1.221219,288.126255
0.356000,0.000000,3.660117,241.699846,0.000000,7.075579,576.843074,263518.624386,1.221220,288.126209
0.357000,0.000000,3.667186,242.276488,0.000000,7.059864,576.361185,263503.428012,1.221220,288.126163
0.358000,0.000000,3.674239,242.852649,0.000000,7.044166,575.879959,263488.245209,1.221220,288.126117
0.359000,0.000000,3.681277,243.428328,0.000000,7.028484,575.399396,263473.075956,1.221220,288.126072
0.360000,0.000000,3.688299,244.003528,0.000000,7.012818,574.919493,263457.920235,1.221221,288.126026
0.361000,0.000000,3.695305,244.578248,0.000000,6.997169,574.440250,263442.778025,1.221221,288.125981
0.362000,0.000000,3.702296,245.152488,0.000000,6.981536,573.961666,263427.649306,1.221221,288.125935
0.363000,0.000000,3.709271,245.726251,0.000000,6.965919,573.483739,263412.534060,1.221221,288.125890
0.364000,0.000000,3.716230,246.299536,0.000000,6.950318,573.006469,263397.432267,1.221221,288.125845
0.365000,0.000000,3.723174,246.872344,0.000000,6.934733,572.529854,263382.343907,1.221222,288.125799
0.366000,0.000000,3.730102,247.444675,0.000000,6.919165,572.053893,263367.268961,1.221222,288.125754
0.367000,0.000000,3.737015,248.016531,0.000000,6.903612,571.578586,263352.207409,1.221222,288.125709
0.368000,0.000000,3.743912,248.587912,0.000000,6.888076,571.103930,263337.159232,1.221222,288.125665
0.369000,0.000000,3.750794,249.158818,0.000000,6.872555,570.629926,263322.124411,1.221223,288.125620
0.370000,0.000000,3.757660,249.729251,0.000000,6.857050,570.156571,263307.102925,1.221223,288.125575
0.371000,0.000000,3.764510,250.299210,0.000000,6.841562,569.683866,263292.094757,1.221223,288.125531
0.372000,0.000000,3.771345,250.868698,0.000000,6.826089,569.211807,263277.099887,1.221223,288.125486
0.373000,0.000000,3.778165,251.437713,0.000000,6.810632,568.740396,263262.118295,1.221224,288.125442
0.374000,0.000000,3.784969,252.006257,0.000000,6.795191,568.269630,263247.149963,1.221224,288.125398
0.375000,0.000000,3.791758,252.574331,0.000000,6.779766,567.799508,263232.194870,1.221224,288.125354
0.376000,0.000000,3.798531,253.141935,0.000000,6.764357,567.330030,263217.252999,1.221224,288.125310
0.377000,0.000000,3.805289,253.709069,0.000000,6.748963,566.861194,263202.324329,1.221224,288.125266
0.378000,0.000000,3.812032,254.275735,0.000000,6.733585,566.393000,263187.408843,1.221225,288.125222
0.379000,0.000000,3.818759,254.841934,0.000000,6.718223,565.925445,263172.506520,1.221225,288.125178
0.380000,0.000000,3.825471,255.407664,0.000000,6.702876,565.458530,263157.617342,1.221225,288.125134
0.381000,0.000000,3.832167,255.972929,0.000000,6.687546,564.992252,263142.741290,1.221225,288.125091
0.382000,0.000000,3.838848,256.537727,0.000000,6.672230,564.526611,263127.878346,1.221226,288.125047
0.383000,0.000000,3.845514,257.102060,0.000000,6.656931,564.061607,263113.028489,1.221226,288.125004
0.384000,0.000000,3.852165,257.665928,0.000000,6.641647,563.597237,263098.191702,1.221226,288.124961
0.385000,0.000000,3.858800,258.229332,0.000000,6.626378,563.133500,263083.367965,1.221226,288.124918
0.386000,0.000000,3.865420,258.792272,0.000000,6.611125,562.670397,263068.557260,1.221226,288.124875
0.387000,0.000000,3.872025,259.354750,0.000000,6.595888,562.207925,263053.759568,1.221227,288.124832
0.388000,0.000000,3.878615,259.916765,0.000000,6.580666,561.746083,263038.974870,1.221227,288.124789
0.389000,0.000000,3.885189,260.478319,0.000000,6.565459,561.284871,263024.203147,1.221227,288.124746
0.390000,0.000000,3.891748,261.039412,0.000000,6.550268,560.824292,263009.444382,1.221227,288.124704
0.391000,0.000000,3.898292,261.600045,0.000000,6.535092,560.364350,262994.698555,1.221228,288.124661
0.392000,0.000000,3.904821,262.160218,0.000000,6.519932,559.905044,262979.965647,1.221228,288.124619
0.393000,0.000000,3.911334,262.719932,0.000000,6.504788,559.446372,262965.245639,1.221228,288.124576
0.394000,0.000000,3.917833,263.279187,0.000000,6.489658,558.988335,262950.538513,1.221228,288.124534
0.395000,0.000000,3.924316,263.837985,0.000000,6.474544,558.530929,262935.844250,1.221228,288.124492
0.396000,0.000000,3.930784,264.396325,0.000000,6.459446,558.074156,262921.162832,1.221229,288.124450
0.397000,0.000000,3.937238,264.954210,0.000000,6.444362,557.618013,262906.494239,1.221229,288.124408
0.398000,0.000000,3.943676,265.511638,0.000000,6.429294,557.162499,262891.838453,1.221229,288.124366
0.399000,0.000000,3.950099,266.068611,0.000000,6.414242,556.707613,262877.195455,1.221229,288.124324
0.400000,0.000000,3.956507,266.625129,0.000000,6.399204,556.253354,262862.565228,1.221229,288.124283
0.401000,0.000000,3.962900,267.181193,0.000000,6.384182,555.799722,262847.947751,1.221230,288.124241
0.402000,0.000000,3.969278,267.736804,0.000000,6.369175,555.346714,262833.343008,1.221230,288.124200
0.403000,0.000000,3.975640,268.291962,0.000000,6.354183,554.894330,262818.750979,1.221230,288.124158
0.404000,0.000000,3.981988,268.846668,0.000000,6.339206,554.442569,262804.171646,1.221230,288.124117
0.405000,0.000000,3.988321,269.400923,0.000000,6.324244,553.991430,262789.604990,1.221231,288.124076
0.406000,0.000000,3.994639,269.954727,0.000000,6.309297,553.540911,262775.050994,1.221231,288.124035
0.407000,0.000000,4.000942,270.508080,0.000000,6.294366,553.091011,262760.509638,1.221231,288.123994
0.408000,0.000000,4.007231,271.060984,0.000000,6.279449,552.641730,262745.980906,1.221231,288.123953
0.409000,0.000000,4.013504,271.613439,0.000000,6.264547,552.193067,262731.464777,1.221231,288.123912
0.410000,0.000000,4.019762,272.165445,0.000000,6.249661,551.745019,262716.961235,1.221232,288.123872
0.411000,0.000000,4.026006,272.717004,0.000000,6.234789,551.297587,262702.470261,1.221232,288.123831
0.412000,0.000000,4.032234,273.268115,0.000000,6.219932,550.850769,262687.991837,1.221232,288.123790
0.413000,0.000000,4.038448,273.818780,0.000000,6.205090,550.404564,262673.525944,1.221232,288.123750
0.414000,0.000000,4.044647,274.368999,0.000000,6.190263,549.958971,262659.072565,1.221232,288.123710
0.415000,0.000000,4.050831,274.918772,0.000000,6.175450,549.513989,262644.631682,1.221233,288.123670
0.416000,0.000000,4.057000,275.468101,0.000000,6.160653,549.069616,262630.203276,1.221233,288.123629
0.417000,0.000000,4.063155,276.016986,0.000000,6.145870,548.625853,262615.787330,1.221233,288.123589
0.418000,0.000000,4.069294,276.565427,0.000000,6.131102,548.182697,262601.383826,1.221233,288.123550
0.419000,0.000000,4.075419,277.113425,0.000000,6.116349,547.740148,262586.992745,1.221233,288.123510
0.420000,0.000000,4.081530,277.660981,0.000000,6.101610,547.298204,262572.614070,1.221234,288.123470
0.421000,0.000000,4.087625,278.208095,0.000000,6.086886,546.856865,262558.247784,1.221234,288.123430
0.422000,0.000000,4.093706,278.754769,0.000000,6.072176,546.416130,262543.893867,1.221234,288.123391
0.423000,0.000000,4.099772,279.301001,0.000000,6.057482,545.975997,262529.552303,1.221234,288.123351
0.424000,0.000000,4.105823,279.846794,0.000000,6.042801,545.536465,262515.223073,1.221234,288.123312
0.425000,0.000000,4.111860,280.392148,0.000000,6.028136,545.097534,262500.906161,1.221235,288.123273
0.426000,0.000000,4.117882,280.937063,0.000000,6.013485,544.659202,262486.601548,1.221235,288.123234
0.427000,0.000000,4.123889,281.481539,0.000000,5.998848,544.221468,262472.309216,1.221235,288.123195
0.428000,0.000000,4.129882,282.025579,0.000000,5.984226,543.784338,262458.029148,1.221235,288.123156
0.429000,0.000000,4.135860,282.569181,0.000000,5.969618,543.347817,262443.761327,1.221235,288.123117
0.430000,0.000000,4.141824,283.112347,0.000000,5.955025,542.911904,262429.505733,1.221236,288.123078
0.431000,0.000000,4.147773,283.655078,0.000000,5.940447,542.476596,262415.262350,1.221236,288.123039
0.432000,0.000000,4.153707,284.197373,0.000000,5.925883,542.041893,262401.031160,1.221236,288.123001
0.433000,0.000000,4.159627,284.739234,0.000000,5.911333,541.607794,262386.812144,1.221236,288.122962
0.434000,0.000000,4.165532,285.280661,0.000000,5.896798,541.174298,262372.605285,1.221236,288.122924
0.435000,0.000000,4.171423,285.821655,0.000000,5.882278,540.741403,262358.410566,1.221237,288.122886
0.436000,0.000000,4.177299,286.362216,0.000000,5.867771,540.309109,262344.227969,1.221237,288.122848
0.437000,0.000000,4.183161,286.902346,0.000000,5.853279,539.877414,262330.057475,1.221237,288.122809
0.438000,0.000000,4.189008,287.442043,0.000000,5.838802,539.446318,262315.899068,1.221237,288.122771
0.439000,0.000000,4.194841,287.981310,0.000000,5.824338,539.015819,262301.752730,1.221237,288.122734
0.440000,0.000000,4.200659,288.520147,0.000000,5.809889,538.585917,262287.618443,1.221238,288.122696
0.441000,0.000000,4.206463,289.058554,0.000000,5.795455,538.156609,262273.496190,1.221238,288.122658
0.442000,0.000000,4.212253,289.596532,0.000000,5.781034,537.727896,262259.385954,1.221238,288.122620
0.443000,0.000000,4.218028,290.134081,0.000000,5.766628,537.299775,262245.287717,1.221238,288.122583
